n,k,p,soil,zone,crop
552.0,276.0,276.0,coastal,east coast plains and hills region,rice(k)
556.0,278.0,278.0,coastal,east coast plains and hills region,rice(k)
560.0,280.0,280.0,coastal,east coast plains and hills region,rice(k)
564.0,282.0,282.0,coastal,east coast plains and hills region,rice(k)
568.0,284.0,284.0,coastal,east coast plains and hills region,rice(k)
572.0,286.0,286.0,coastal,east coast plains and hills region,rice(k)
576.0,288.0,288.0,coastal,east coast plains and hills region,rice(k)
580.0,290.0,290.0,coastal,east coast plains and hills region,rice(k)
584.0,292.0,292.0,coastal,east coast plains and hills region,rice(k)
588.0,294.0,294.0,coastal,east coast plains and hills region,rice(k)
592.0,296.0,296.0,coastal,east coast plains and hills region,rice(k)
596.0,298.0,298.0,coastal,east coast plains and hills region,rice(k)
600.0,300.0,300.0,coastal,east coast plains and hills region,rice(k)
604.0,302.0,302.0,coastal,east coast plains and hills region,rice(k)
608.0,304.0,304.0,coastal,east coast plains and hills region,rice(k)
612.0,306.0,306.0,coastal,east coast plains and hills region,rice(k)
616.0,308.0,308.0,coastal,east coast plains and hills region,rice(k)
620.0,310.0,310.0,coastal,east coast plains and hills region,rice(k)
624.0,312.0,312.0,coastal,east coast plains and hills region,rice(k)
628.0,314.0,314.0,coastal,east coast plains and hills region,rice(k)
632.0,316.0,316.0,coastal,east coast plains and hills region,rice(k)
636.0,318.0,318.0,coastal,east coast plains and hills region,rice(k)
640.0,320.0,320.0,coastal,east coast plains and hills region,rice(k)
644.0,322.0,322.0,coastal,east coast plains and hills region,rice(k)
648.0,324.0,324.0,coastal,east coast plains and hills region,rice(k)
652.0,326.0,326.0,coastal,east coast plains and hills region,rice(k)
656.0,328.0,328.0,coastal,east coast plains and hills region,rice(k)
660.0,330.0,330.0,coastal,east coast plains and hills region,rice(k)
664.0,332.0,332.0,coastal,east coast plains and hills region,rice(k)
668.0,334.0,334.0,coastal,east coast plains and hills region,rice(k)
672.0,336.0,336.0,coastal,east coast plains and hills region,rice(k)
676.0,338.0,338.0,coastal,east coast plains and hills region,rice(k)
680.0,340.0,340.0,coastal,east coast plains and hills region,rice(k)
684.0,342.0,342.0,coastal,east coast plains and hills region,rice(k)
688.0,344.0,344.0,coastal,east coast plains and hills region,rice(k)
692.0,346.0,346.0,coastal,east coast plains and hills region,rice(k)
696.0,348.0,348.0,coastal,east coast plains and hills region,rice(k)
700.0,350.0,350.0,coastal,east coast plains and hills region,rice(k)
704.0,352.0,352.0,coastal,east coast plains and hills region,rice(k)
708.0,354.0,354.0,coastal,east coast plains and hills region,rice(k)
712.0,356.0,356.0,coastal,east coast plains and hills region,rice(k)
716.0,358.0,358.0,coastal,east coast plains and hills region,rice(k)
720.0,360.0,360.0,coastal,east coast plains and hills region,rice(k)
724.0,362.0,362.0,coastal,east coast plains and hills region,rice(k)
728.0,364.0,364.0,coastal,east coast plains and hills region,rice(k)
732.0,366.0,366.0,coastal,east coast plains and hills region,rice(k)
736.0,368.0,368.0,coastal,east coast plains and hills region,rice(k)
740.0,370.0,370.0,coastal,east coast plains and hills region,rice(k)
744.0,372.0,372.0,coastal,east coast plains and hills region,rice(k)
748.0,374.0,374.0,coastal,east coast plains and hills region,rice(k)
752.0,376.0,376.0,coastal,east coast plains and hills region,rice(k)
756.0,378.0,378.0,coastal,east coast plains and hills region,rice(k)
760.0,380.0,380.0,coastal,east coast plains and hills region,rice(k)
764.0,382.0,382.0,coastal,east coast plains and hills region,rice(k)
768.0,384.0,384.0,coastal,east coast plains and hills region,rice(k)
772.0,386.0,386.0,coastal,east coast plains and hills region,rice(k)
776.0,388.0,388.0,coastal,east coast plains and hills region,rice(k)
780.0,390.0,390.0,coastal,east coast plains and hills region,rice(k)
784.0,392.0,392.0,coastal,east coast plains and hills region,rice(k)
788.0,394.0,394.0,coastal,east coast plains and hills region,rice(k)
792.0,396.0,396.0,coastal,east coast plains and hills region,rice(k)
796.0,398.0,398.0,coastal,east coast plains and hills region,rice(k)
800.0,400.0,400.0,coastal,east coast plains and hills region,rice(k)
804.0,402.0,402.0,coastal,east coast plains and hills region,rice(k)
808.0,404.0,404.0,coastal,east coast plains and hills region,rice(k)
812.0,406.0,406.0,coastal,east coast plains and hills region,rice(k)
816.0,408.0,408.0,coastal,east coast plains and hills region,rice(k)
820.0,410.0,410.0,coastal,east coast plains and hills region,rice(k)
824.0,412.0,412.0,coastal,east coast plains and hills region,rice(k)
828.0,414.0,414.0,coastal,east coast plains and hills region,rice(k)
832.0,416.0,416.0,coastal,east coast plains and hills region,rice(k)
836.0,418.0,418.0,coastal,east coast plains and hills region,rice(k)
840.0,420.0,420.0,coastal,east coast plains and hills region,rice(k)
844.0,422.0,422.0,coastal,east coast plains and hills region,rice(k)
848.0,424.0,424.0,coastal,east coast plains and hills region,rice(k)
852.0,426.0,426.0,coastal,east coast plains and hills region,rice(k)
856.0,428.0,428.0,coastal,east coast plains and hills region,rice(k)
860.0,430.0,430.0,coastal,east coast plains and hills region,rice(k)
864.0,432.0,432.0,coastal,east coast plains and hills region,rice(k)
868.0,434.0,434.0,coastal,east coast plains and hills region,rice(k)
872.0,436.0,436.0,coastal,east coast plains and hills region,rice(k)
876.0,438.0,438.0,coastal,east coast plains and hills region,rice(k)
880.0,440.0,440.0,coastal,east coast plains and hills region,rice(k)
884.0,442.0,442.0,coastal,east coast plains and hills region,rice(k)
888.0,444.0,444.0,coastal,east coast plains and hills region,rice(k)
892.0,446.0,446.0,coastal,east coast plains and hills region,rice(k)
896.0,448.0,448.0,coastal,east coast plains and hills region,rice(k)
900.0,450.0,450.0,coastal,east coast plains and hills region,rice(k)
904.0,452.0,452.0,coastal,east coast plains and hills region,rice(k)
908.0,454.0,454.0,coastal,east coast plains and hills region,rice(k)
912.0,456.0,456.0,coastal,east coast plains and hills region,rice(k)
916.0,458.0,458.0,coastal,east coast plains and hills region,rice(k)
920.0,460.0,460.0,coastal,east coast plains and hills region,rice(k)
924.0,462.0,462.0,coastal,east coast plains and hills region,rice(k)
928.0,464.0,464.0,coastal,east coast plains and hills region,rice(k)
932.0,466.0,466.0,coastal,east coast plains and hills region,rice(k)
936.0,468.0,468.0,coastal,east coast plains and hills region,rice(k)
940.0,470.0,470.0,coastal,east coast plains and hills region,rice(k)
944.0,472.0,472.0,coastal,east coast plains and hills region,rice(k)
948.0,474.0,474.0,coastal,east coast plains and hills region,rice(k)
952.0,476.0,476.0,coastal,east coast plains and hills region,rice(k)
956.0,478.0,478.0,coastal,east coast plains and hills region,rice(k)
960.0,480.0,480.0,coastal,east coast plains and hills region,rice(k)
964.0,482.0,482.0,coastal,east coast plains and hills region,rice(k)
968.0,484.0,484.0,coastal,east coast plains and hills region,rice(k)
972.0,486.0,486.0,coastal,east coast plains and hills region,rice(k)
976.0,488.0,488.0,coastal,east coast plains and hills region,rice(k)
980.0,490.0,490.0,coastal,east coast plains and hills region,rice(k)
984.0,492.0,492.0,coastal,east coast plains and hills region,rice(k)
988.0,494.0,494.0,coastal,east coast plains and hills region,rice(k)
992.0,496.0,496.0,coastal,east coast plains and hills region,rice(k)
996.0,498.0,498.0,coastal,east coast plains and hills region,rice(k)
0.0,0.0,0.0,red,east coast plains and hills region,rice(r)
5.2,2.0,2.5,red,east coast plains and hills region,rice(r)
10.4,4.0,5.0,red,east coast plains and hills region,rice(r)
15.600000000000001,6.0,7.5,red,east coast plains and hills region,rice(r)
20.8,8.0,10.0,red,east coast plains and hills region,rice(r)
26.0,10.0,12.5,red,east coast plains and hills region,rice(r)
31.200000000000003,12.0,15.0,red,east coast plains and hills region,rice(r)
36.4,14.0,17.5,red,east coast plains and hills region,rice(r)
41.6,16.0,20.0,red,east coast plains and hills region,rice(r)
46.800000000000004,18.0,22.5,red,east coast plains and hills region,rice(r)
52.0,20.0,25.0,red,east coast plains and hills region,rice(r)
57.2,22.0,27.5,red,east coast plains and hills region,rice(r)
62.400000000000006,24.0,30.0,red,east coast plains and hills region,rice(r)
67.60000000000001,26.0,32.5,red,east coast plains and hills region,rice(r)
72.8,28.0,35.0,red,east coast plains and hills region,rice(r)
78.0,30.0,37.5,red,east coast plains and hills region,rice(r)
83.2,32.0,40.0,red,east coast plains and hills region,rice(r)
88.4,34.0,42.5,red,east coast plains and hills region,rice(r)
93.60000000000001,36.0,45.0,red,east coast plains and hills region,rice(r)
98.8,38.0,47.5,red,east coast plains and hills region,rice(r)
104.0,40.0,50.0,red,east coast plains and hills region,rice(r)
109.2,42.0,52.5,red,east coast plains and hills region,rice(r)
114.4,44.0,55.0,red,east coast plains and hills region,rice(r)
119.60000000000001,46.0,57.5,red,east coast plains and hills region,rice(r)
124.80000000000001,48.0,60.0,red,east coast plains and hills region,rice(r)
130.0,50.0,62.5,red,east coast plains and hills region,rice(r)
135.20000000000002,52.0,65.0,red,east coast plains and hills region,rice(r)
140.4,54.0,67.5,red,east coast plains and hills region,rice(r)
145.6,56.0,70.0,red,east coast plains and hills region,rice(r)
150.8,58.0,72.5,red,east coast plains and hills region,rice(r)
156.0,60.0,75.0,red,east coast plains and hills region,rice(r)
161.20000000000002,62.0,77.5,red,east coast plains and hills region,rice(r)
166.4,64.0,80.0,red,east coast plains and hills region,rice(r)
171.6,66.0,82.5,red,east coast plains and hills region,rice(r)
176.8,68.0,85.0,red,east coast plains and hills region,rice(r)
182.0,70.0,87.5,red,east coast plains and hills region,rice(r)
187.20000000000002,72.0,90.0,red,east coast plains and hills region,rice(r)
192.4,74.0,92.5,red,east coast plains and hills region,rice(r)
197.6,76.0,95.0,red,east coast plains and hills region,rice(r)
202.8,78.0,97.5,red,east coast plains and hills region,rice(r)
208.0,80.0,100.0,red,east coast plains and hills region,rice(r)
213.20000000000002,82.0,102.5,red,east coast plains and hills region,rice(r)
218.4,84.0,105.0,red,east coast plains and hills region,rice(r)
223.6,86.0,107.5,red,east coast plains and hills region,rice(r)
228.8,88.0,110.0,red,east coast plains and hills region,rice(r)
234.0,90.0,112.5,red,east coast plains and hills region,rice(r)
239.20000000000002,92.0,115.0,red,east coast plains and hills region,rice(r)
244.4,94.0,117.5,red,east coast plains and hills region,rice(r)
249.60000000000002,96.0,120.0,red,east coast plains and hills region,rice(r)
254.8,98.0,122.5,red,east coast plains and hills region,rice(r)
260.0,100.0,125.0,red,east coast plains and hills region,rice(r)
265.2,102.0,127.5,red,east coast plains and hills region,rice(r)
270.40000000000003,104.0,130.0,red,east coast plains and hills region,rice(r)
275.6,106.0,132.5,red,east coast plains and hills region,rice(r)
280.8,108.0,135.0,red,east coast plains and hills region,rice(r)
286.0,110.0,137.5,red,east coast plains and hills region,rice(r)
291.2,112.0,140.0,red,east coast plains and hills region,rice(r)
296.40000000000003,114.0,142.5,red,east coast plains and hills region,rice(r)
301.6,116.0,145.0,red,east coast plains and hills region,rice(r)
306.8,118.0,147.5,red,east coast plains and hills region,rice(r)
312.0,120.0,150.0,red,east coast plains and hills region,rice(r)
317.2,122.0,152.5,red,east coast plains and hills region,rice(r)
322.40000000000003,124.0,155.0,red,east coast plains and hills region,rice(r)
327.6,126.0,157.5,red,east coast plains and hills region,rice(r)
332.8,128.0,160.0,red,east coast plains and hills region,rice(r)
338.0,130.0,162.5,red,east coast plains and hills region,rice(r)
343.2,132.0,165.0,red,east coast plains and hills region,rice(r)
348.40000000000003,134.0,167.5,red,east coast plains and hills region,rice(r)
353.6,136.0,170.0,red,east coast plains and hills region,rice(r)
358.8,138.0,172.5,red,east coast plains and hills region,rice(r)
364.0,140.0,175.0,red,east coast plains and hills region,rice(r)
369.2,142.0,177.5,red,east coast plains and hills region,rice(r)
374.40000000000003,144.0,180.0,red,east coast plains and hills region,rice(r)
379.6,146.0,182.5,red,east coast plains and hills region,rice(r)
384.8,148.0,185.0,red,east coast plains and hills region,rice(r)
390.0,150.0,187.5,red,east coast plains and hills region,rice(r)
395.2,152.0,190.0,red,east coast plains and hills region,rice(r)
400.40000000000003,154.0,192.5,red,east coast plains and hills region,rice(r)
405.6,156.0,195.0,red,east coast plains and hills region,rice(r)
410.8,158.0,197.5,red,east coast plains and hills region,rice(r)
416.0,160.0,200.0,red,east coast plains and hills region,rice(r)
421.2,162.0,202.5,red,east coast plains and hills region,rice(r)
426.40000000000003,164.0,205.0,red,east coast plains and hills region,rice(r)
431.6,166.0,207.5,red,east coast plains and hills region,rice(r)
436.8,168.0,210.0,red,east coast plains and hills region,rice(r)
442.0,170.0,212.5,red,east coast plains and hills region,rice(r)
447.2,172.0,215.0,red,east coast plains and hills region,rice(r)
452.40000000000003,174.0,217.5,red,east coast plains and hills region,rice(r)
457.6,176.0,220.0,red,east coast plains and hills region,rice(r)
462.8,178.0,222.5,red,east coast plains and hills region,rice(r)
468.0,180.0,225.0,red,east coast plains and hills region,rice(r)
473.2,182.0,227.5,red,east coast plains and hills region,rice(r)
478.40000000000003,184.0,230.0,red,east coast plains and hills region,rice(r)
483.6,186.0,232.5,red,east coast plains and hills region,rice(r)
488.8,188.0,235.0,red,east coast plains and hills region,rice(r)
494.0,190.0,237.5,red,east coast plains and hills region,rice(r)
499.20000000000005,192.0,240.0,red,east coast plains and hills region,rice(r)
504.40000000000003,194.0,242.5,red,east coast plains and hills region,rice(r)
509.6,196.0,245.0,red,east coast plains and hills region,rice(r)
514.8000000000001,198.0,247.5,red,east coast plains and hills region,rice(r)
520.0,200.0,250.0,red,east coast plains and hills region,rice(r)
525.2,202.0,252.5,red,east coast plains and hills region,rice(r)
530.4,204.0,255.0,red,east coast plains and hills region,rice(r)
